Year,Region,Technology,value
2020,DE,SolarPV,98.0
2030,DE,SolarPV,136.0
2040,DE,SolarPV,198.0
2050,DE,SolarPV,400.0
2020,FR,SolarPV,130.0
2030,FR,SolarPV,179.0
2040,FR,SolarPV,246.0
2050,FR,SolarPV,600.0
2020,NO,SolarPV,17.0
2030,NO,SolarPV,23.0
2040,NO,SolarPV,34.0
2050,NO,SolarPV,67.0
2020,DK,SolarPV,30.0
2030,DK,SolarPV,41.0
2040,DK,SolarPV,60.0
2050,DK,SolarPV,120.0
2020,UK,SolarPV,58.0
2030,UK,SolarPV,81.0
2040,UK,SolarPV,130.0
2050,UK,SolarPV,400.0
2020,DE,CoalMine,40.0
2030,DE,CoalMine,30.0
2040,DE,CoalMine,19.5
2050,DE,CoalMine,19.5
2020,FR,CoalMine,60.0
2030,FR,CoalMine,71.88401442578582
2040,FR,CoalMine,29.25
2050,FR,CoalMine,29.25
2020,NO,CoalMine,26.0
2030,NO,CoalMine,19.5
2040,NO,CoalMine,30.0
2050,NO,CoalMine,30.0
2020,DK,CoalMine,39.0
2030,DK,CoalMine,29.25
2040,DK,CoalMine,44.279928000000005
2050,DK,CoalMine,44.279928000000005
2020,UK,CoalMine,80.0
2030,UK,CoalMine,60.0
2040,UK,CoalMine,136.11034979966666
2050,UK,CoalMine,148.12207587995766
2020,DE,GasExtractor,150.0
2030,DE,GasExtractor,132.0726
2040,DE,GasExtractor,197.37395929356668
2050,DE,GasExtractor,169.24895929356668
2020,FR,GasExtractor,76.30306517100001
2030,FR,GasExtractor,77.370465171
2040,FR,GasExtractor,113.69633884333334
2050,FR,GasExtractor,113.69633884333334
2020,NO,GasExtractor,120.0
2030,NO,GasExtractor,90.0
2040,NO,GasExtractor,53.982843265284224
2050,NO,GasExtractor,31.482843265284224
2020,DK,GasExtractor,27.42322717133333
2030,DK,GasExtractor,27.42322717133333
2040,DK,GasExtractor,27.42322717133333
2050,DK,GasExtractor,27.42322717133333
2020,UK,GasExtractor,99.42998021515098
2030,UK,GasExtractor,99.42998021515098
2040,UK,GasExtractor,99.42998021515098
2050,UK,GasExtractor,99.42998021515098
2020,DE,CoalPowerPlant,60.0
2030,DE,CoalPowerPlant,15.0
2020,FR,CoalPowerPlant,90.0
2030,FR,CoalPowerPlant,22.5
2020,NO,CoalPowerPlant,39.0
2030,NO,CoalPowerPlant,9.75
2020,DK,CoalPowerPlant,58.5
2030,DK,CoalPowerPlant,14.625
2020,UK,CoalPowerPlant,120.0
2030,UK,CoalPowerPlant,30.0
2020,FR,GasPowerPlant,31.703065171000013
2030,FR,GasPowerPlant,29.703065171000013
2040,FR,GasPowerPlant,24.453065171000013
2050,FR,GasPowerPlant,23.703065171000013
2020,NO,GasPowerPlant,60.0
2030,NO,GasPowerPlant,45.0
2040,NO,GasPowerPlant,5.625
2020,UK,GasPowerPlant,6.0
2030,UK,GasPowerPlant,4.5
2040,UK,GasPowerPlant,0.5625
2020,FR,CoalCHPPlant,20.0
2030,FR,CoalCHPPlant,15.0
2040,FR,CoalCHPPlant,3.75
2020,DK,CoalCHPPlant,10.0
2030,DK,CoalCHPPlant,7.5
2040,DK,CoalCHPPlant,1.875
2020,UK,CoalCHPPlant,100.0
2030,UK,CoalCHPPlant,75.0
2040,UK,CoalCHPPlant,18.75
2020,DE,GasCHPPlant,200.0
2030,DE,GasCHPPlant,198.639
2040,DE,GasCHPPlant,208.57095
2050,DE,GasCHPPlant,171.07095
2020,FR,GasCHPPlant,35.66
2030,FR,GasCHPPlant,37.443
2040,FR,GasCHPPlant,30.692999999999998
2050,FR,GasCHPPlant,28.442999999999998
2020,NO,GasCHPPlant,12.0
2030,NO,GasCHPPlant,11.102
2040,NO,GasCHPPlant,4.475567026120217
2050,NO,GasCHPPlant,2.225567026120217
2020,DK,GasCHPPlant,33.08
2030,DK,GasCHPPlant,34.734
2040,DK,GasCHPPlant,36.4707
2050,DK,GasCHPPlant,31.7832
2020,UK,GasCHPPlant,91.605
2030,UK,GasCHPPlant,96.18525
2040,UK,GasCHPPlant,98.82993750000001
2050,UK,GasCHPPlant,95.07993750000001
2020,DE,Power2Gas,28.78385279643035
2030,DE,Power2Gas,31.3127624659858
2040,DE,Power2Gas,46.7250541595
2050,DE,Power2Gas,47.91899612681338
2020,FR,Power2Gas,20.278068968000003
2030,FR,Power2Gas,30.416666666666664
2040,FR,Power2Gas,38.020833333333336
2050,FR,Power2Gas,56.62960578037777
2020,NO,Power2Gas,8.0
2030,NO,Power2Gas,6.462961225499998
2040,NO,Power2Gas,11.697726510708335
2050,NO,Power2Gas,13.770228712562501
2020,DK,Power2Gas,9.0
2030,DK,Power2Gas,12.708333333333334
2040,DK,Power2Gas,16.324217308865627
2050,DK,Power2Gas,24.66479675791667
2020,UK,Power2Gas,15.0
2030,UK,Power2Gas,18.874770644527768
2040,UK,Power2Gas,29.65048197193115
2050,UK,Power2Gas,52.498322154583335
2040,DE,BEV,32.39067
2050,DE,BEV,37.2492705
2020,FR,BEV,14.0
2030,FR,BEV,10.5
2040,FR,BEV,26.992225
2050,FR,BEV,31.04105875
2040,NO,BEV,4.453717125000001
2050,NO,BEV,5.121774693750001
2040,DK,BEV,4.8586005000000005
2050,DK,BEV,5.587390575000001
2020,UK,BEV,17.0
2030,UK,BEV,12.75
2040,UK,BEV,24.2930025
2050,UK,BEV,27.936952875
2020,DE,LPGCar,25.0
2030,DE,LPGCar,28.1658
2040,DE,LPGCar,32.39067
2050,DE,LPGCar,22.97487
2020,FR,LPGCar,20.41
2030,FR,LPGCar,23.471500000000002
2040,FR,LPGCar,25.371674407272742
2050,FR,LPGCar,18.31017440727274
2020,NO,LPGCar,4.0
2030,NO,LPGCar,3.8727975000000003
2040,NO,LPGCar,4.453717125000001
2050,NO,LPGCar,3.5809196250000004
2020,DK,LPGCar,4.0
2030,DK,LPGCar,4.22487
2040,DK,LPGCar,4.8586005000000005
2050,DK,LPGCar,3.6337305000000004
2020,UK,LPGCar,18.369
2030,UK,LPGCar,21.12435
2040,UK,LPGCar,21.6506475
2050,UK,LPGCar,15.645297500000002
2020,DE,BiomassGenerator,20.0
2030,DE,BiomassGenerator,15.0
2040,DE,BiomassGenerator,7.5
2050,DE,BiomassGenerator,25.0
2020,FR,BiomassGenerator,10.0
2030,FR,BiomassGenerator,7.5
2040,FR,BiomassGenerator,3.75
2050,FR,BiomassGenerator,15.0
2020,NO,BiomassGenerator,5.0
2030,NO,BiomassGenerator,3.75
2040,NO,BiomassGenerator,1.875
2050,NO,BiomassGenerator,10.0
2020,DK,BiomassGenerator,5.0
2030,DK,BiomassGenerator,3.75
2040,DK,BiomassGenerator,1.875
2050,DK,BiomassGenerator,5.064256962375405
2020,UK,BiomassGenerator,10.0
2030,UK,BiomassGenerator,7.5
2040,UK,BiomassGenerator,3.75
2020,DE,WindOnshore,65.0
2030,DE,WindOnshore,82.0
2040,DE,WindOnshore,99.0
2050,DE,WindOnshore,130.0
2020,FR,WindOnshore,84.0
2030,FR,WindOnshore,106.0
2040,FR,WindOnshore,140.0
2050,FR,WindOnshore,180.0
2020,NO,WindOnshore,26.0
2030,NO,WindOnshore,33.0
2040,NO,WindOnshore,39.0
2050,NO,WindOnshore,46.0
2020,DK,WindOnshore,39.0
2030,DK,WindOnshore,49.0
2040,DK,WindOnshore,59.0
2050,DK,WindOnshore,70.0
2020,UK,WindOnshore,90.0
2030,UK,WindOnshore,113.0
2040,UK,WindOnshore,151.0
2050,UK,WindOnshore,210.0
2040,DE,ElectricHeater,15.4126412236364
2050,DE,ElectricHeater,131.3996985
2050,FR,ElectricHeater,24.7685445
2050,NO,ElectricHeater,7.343973
2040,DK,ElectricHeater,15.47418599735763
2050,DK,ElectricHeater,22.976541
2040,UK,ElectricHeater,36.40948820242425
2050,UK,ElectricHeater,63.62654287499999
2020,DE,WindOffshore,13.0
2030,DE,WindOffshore,21.0
2040,DE,WindOffshore,32.0
2050,DE,WindOffshore,45.0
2020,FR,WindOffshore,6.0
2030,FR,WindOffshore,11.0
2040,FR,WindOffshore,25.0
2050,FR,WindOffshore,24.0
2030,NO,WindOffshore,5.0
2040,NO,WindOffshore,8.0
2050,NO,WindOffshore,30.0
2030,DK,WindOffshore,7.0
2040,DK,WindOffshore,12.0
2050,DK,WindOffshore,30.0
2020,UK,WindOffshore,4.0
2030,UK,WindOffshore,7.0
2040,UK,WindOffshore,20.0
2050,UK,WindOffshore,30.0
2050,DE,BiomassPowerPlant,12.5
2050,FR,BiomassPowerPlant,7.5
2040,DE,CoalCHPPlant_CCS,34.82142857142857
2050,DE,CoalCHPPlant_CCS,34.82142857142857
2030,FR,CoalCHPPlant_CCS,128.36431147461755
2040,FR,CoalCHPPlant_CCS,128.36431147461755
2050,FR,CoalCHPPlant_CCS,128.36431147461755
2040,NO,CoalCHPPlant_CCS,53.57142857142858
2050,NO,CoalCHPPlant_CCS,53.57142857142858
2040,DK,CoalCHPPlant_CCS,36.206100000000006
2050,DK,CoalCHPPlant_CCS,36.206100000000006
2030,UK,CoalCHPPlant_CCS,63.96140848166665
2040,UK,CoalCHPPlant_CCS,124.44163204583334
2050,UK,CoalCHPPlant_CCS,124.44163204583334
2040,DE,GasCHPPlant_CCS,148.56029873851207
2050,DE,GasCHPPlant_CCS,148.56029873851207
2040,FR,GasCHPPlant_CCS,149.8325354345238
2050,FR,GasCHPPlant_CCS,149.8325354345238
2040,NO,GasCHPPlant_CCS,82.33633440229326
2050,NO,GasCHPPlant_CCS,82.33633440229326
2050,DK,GasCHPPlant_CCS,0.6063750000000034
2050,NO,BiomassPowerPlant_CCS,2.5
2050,DK,BiomassPowerPlant_CCS,1.2660642405938511
